hostname,timestamp_minute,timestamp,pp0/package1,DRAM/package1,pp0/package2,DRAM/package2
bigfoot1,26034030,1562041835,162714901.8888889,33208571.888888888,177138421.8888889,27921160.333333332
bigfoot1,26034031,1562041887.5,187149530.08333334,38242899.5,203621467.66666666,32019004.916666668
bigfoot1,26034032,1562041947.5,187320331.41666666,38244513.666666664,204953627.75,32073637.333333332
bigfoot1,26034033,1562042007.5,187082457.66666666,38328371.666666664,204497655.58333334,32132420
bigfoot1,26034034,1562042067.5,187057657.08333334,38321389.833333336,203908759.41666666,32066382.583333332
bigfoot1,26034035,1562042127.5,187163100.16666666,38378888.5,203777763,32110710.5
bigfoot1,26034036,1562042187.5,187121494.66666666,38329205.5,203834520.5,32069424.75
bigfoot1,26034037,1562042247.5,187099140.58333334,38295435.916666664,204162380.16666666,32102591.333333332
bigfoot1,26034038,1562042307.5,187104053.83333334,38356087.666666664,204131939,32088621.166666668
bigfoot1,26034039,1562042367.5,187103331.66666666,38388040.416666664,204077958.58333334,32090540
bigfoot1,26034040,1562042427.5,187144113.16666666,38391443.416666664,203615720.25,32052114.083333332
bigfoot1,26034041,1562042487.5,187113102.33333334,38440366.416666664,204115393.33333334,32087523.333333332
bigfoot1,26034042,1562042547.5,187116627.16666666,38471230.333333336,204279837,32131303.083333332
bigfoot1,26034043,1562042607.5,187079751.75,38402455.583333336,204412949.16666666,32001444.333333332
bigfoot1,26034044,1562042667.5,187097624.83333334,38399255.333333336,204741683.75,31960681.25
bigfoot1,26034045,1562042727.5,187166853.83333334,38405416.083333336,204706044.33333334,32066465.5
bigfoot1,26034046,1562042787.5,187125853.58333334,38433946.833333336,204651153.5,31986470.666666668
bigfoot1,26034047,1562042847.5,188240322.16666666,38464412.916666664,204656250,31926856.833333332
bigfoot1,26034048,1562042907.5,187090254.83333334,38466767.833333336,205012892.75,32136997.166666668
bigfoot1,26034049,1562042967.5,187134932.5,38384952.416666664,204446869.33333334,32069525.5
bigfoot1,26034050,1562043027.5,187159356.75,38449722.333333336,204247157.83333334,32003572.25
bigfoot1,26034051,1562043087.5,187118656.5,38420824.5,203886298.5,31966587.083333332
bigfoot1,26034052,1562043147.5,187120940.25,38395797.583333336,204167832.66666666,31979801.166666668
bigfoot1,26034053,1562043207.5,187115508.08333334,38454066.25,203516568.83333334,32089647.5
bigfoot1,26034054,1562043267.2727273,187146970.8181818,38552382.27272727,204162235.9090909,32060061
bigfoot1,26034055,1562043327.5,187169574.91666666,38449420.25,203558255.75,31991783.583333332
bigfoot1,26034056,1562043387.5,187167703.25,38411374.166666664,204380214.08333334,32039453.333333332
bigfoot1,26034057,1562043447.5,187114287.41666666,38418347.166666664,203647244.75,32009724.166666668
bigfoot1,26034058,1562043507.5,187109699.58333334,38426746.916666664,203649106.33333334,31891356.916666668
bigfoot1,26034059,1562043567.5,187037688.5,38448316,203900880.83333334,32073624.666666668
bigfoot1,26034060,1562043627.5,187071919,38452073.5,204378520.33333334,32118985.25
bigfoot1,26034061,1562043687.5,187070087.91666666,38476646.5,204158855.41666666,32154604.916666668
bigfoot1,26034062,1562043747.5,187055220.83333334,38457493.5,203944037.66666666,32124777.666666668
bigfoot1,26034063,1562043807.5,187050678.75,38451244.75,203544797.5,32022681.916666668
bigfoot1,26034064,1562043867.5,187122842.5,38444763.916666664,204029145.91666666,32047918.083333332
bigfoot1,26034065,1562043927.5,187062550.08333334,38436421.583333336,204519053.41666666,31989019.416666668
bigfoot1,26034066,1562043987.5,187161284.33333334,38455467.5,203983791.75,31976831.666666668
bigfoot1,26034067,1562044047.5,187100534.25,38443203.333333336,204053473.41666666,32015524.166666668
bigfoot1,26034068,1562044108.1818182,187126962.45454547,38498830.81818182,204326397.8181818,31896263.272727273
bigfoot1,26034069,1562044167.5,187116515.16666666,38535232.833333336,203837597.66666666,31992798.5
bigfoot1,26034070,1562044227.5,187159082.08333334,38444554.833333336,204286571.16666666,32056178.833333332
bigfoot1,26034071,1562044287.5,187178475.83333334,38412213.083333336,204310212.08333334,31906416
bigfoot1,26034072,1562044347.5,187150471,38408384.333333336,204004564,32014816.5
bigfoot1,26034073,1562044407.5,187118239.5,38438619.666666664,204422201.08333334,32092795.5
bigfoot1,26034074,1562044467.5,187145272.83333334,38410498.333333336,205290337.5,31995727.166666668
bigfoot1,26034075,1562044527.5,187129403.75,38348850.75,203835222.33333334,31885045.75
bigfoot1,26034076,1562044587.5,187147877,38388611.583333336,204192948.58333334,31893214.666666668
bigfoot1,26034077,1562044647.5,187183531.66666666,38440181.583333336,204034049,32013285.166666668
bigfoot1,26034078,1562044707.5,187149535.16666666,38392547.5,204016562.5,31960938.833333332
bigfoot1,26034079,1562044767.5,187138284.33333334,38466482.25,204357580.25,31968809.416666668
bigfoot1,26034080,1562044830,187109672.8181818,38350882.63636363,204448007.27272728,31993674.272727273
bigfoot1,26034081,1562044887.5,187196384.58333334,38373457,203923443.41666666,31967637.666666668
bigfoot1,26034082,1562044947.5,187150415.08333334,38323515.166666664,203647550,31953806.416666668
bigfoot1,26034083,1562045007.5,187186425.66666666,38319020.916666664,203970689.58333334,31981624.5
bigfoot1,26034084,1562045067.5,187121932.08333334,38381854.083333336,203956168.33333334,31913879.833333332
bigfoot1,26034085,1562045127.5,187129230.83333334,38437004.25,204180904.25,31972153.666666668
bigfoot1,26034086,1562045187.5,187181141.08333334,38431720.666666664,203753033.75,31968495.75
bigfoot1,26034087,1562045247.5,187126891.16666666,38421006.833333336,204007834.41666666,32074774.666666668
bigfoot1,26034088,1562045307.5,187374438.91666666,38464609.25,203870317.58333334,31992530.833333332
bigfoot1,26034089,1562045367.5,187130426.08333334,38475343.5,204489370.08333334,32029426.666666668
