hostname,timestamp_minute,timestamp,pp0/package1,DRAM/package1,pp0/package2,DRAM/package2
bigfoot1,26038230,1562293830,187439528.1818182,38488820.54545455,204381856.45454547,32923260.454545453
bigfoot1,26038231,1562293887.5,187461891.91666666,38563766,204022803.33333334,32919886.75
bigfoot1,26038232,1562293947.5,187423068.58333334,38557861.5,204326554.16666666,32901086.833333332
bigfoot1,26038233,1562294007.5,187441521.5,38601750.833333336,204143830.58333334,32855425.25
bigfoot1,26038234,1562294067.5,187428663.41666666,38472738.666666664,204249380.5,32877844.916666668
bigfoot1,26038235,1562294127.5,187451460.08333334,38546623.666666664,204161037.41666666,32856352.166666668
bigfoot1,26038236,1562294187.5,187430245.25,38517616.083333336,204077475.41666666,32891556.25
bigfoot1,26038237,1562294247.5,187441058.66666666,38510088.583333336,204269557.58333334,32889480.5
bigfoot1,26038238,1562294307.5,187504519.75,38498307.5,204299505.5,32876946
bigfoot1,26038239,1562294367.5,187451765.16666666,38552175,204476339.08333334,32897054.083333332
bigfoot1,26038240,1562294427.5,187451297.33333334,38605689.333333336,204615036.08333334,32909433
bigfoot1,26038241,1562294487.5,187430611.41666666,38619923.333333336,204333975,32833523.333333332
bigfoot1,26038242,1562294547.5,187432325.58333334,38616561.25,204629557.33333334,32887817.916666668
bigfoot1,26038243,1562294607.5,187492577.25,38619590.666666664,204393448.5,33077933.166666668
bigfoot1,26038244,1562294667.5,187462563.33333334,38618278.583333336,204130982.75,33034840.666666668
bigfoot1,26038245,1562294727.5,187444374.83333334,38659094,205117679.66666666,33017104.25
bigfoot1,26038246,1562294787.5,187440239.83333334,38669027.416666664,204117514.41666666,32958038.5
bigfoot1,26038247,1562294847.5,187425087.75,38632900.416666664,204334122.41666666,32940842.666666668
bigfoot1,26038248,1562294907.5,187485380.25,38647154.833333336,204105668.5,32918564.583333332
bigfoot1,26038249,1562294967.5,187471571.08333334,38642163.25,204093970.16666666,32952723
bigfoot1,26038250,1562295027.5,187456948.08333334,38726415.166666664,204187221.41666666,32984100.833333332
bigfoot1,26038251,1562295087.5,187451012.41666666,38831500.75,204154771.08333334,32983833.083333332
bigfoot1,26038252,1562295147.5,187421400.25,38680244.916666664,204159928.66666666,33042184.75
bigfoot1,26038253,1562295207.5,187493121.5,38732707.333333336,204173875.08333334,33001869.25
bigfoot1,26038254,1562295267.5,187434060,38708578,204050477.58333334,33034031.083333332
bigfoot1,26038255,1562295327.5,187415769.83333334,38667823.833333336,204188177.66666666,32980922.25
bigfoot1,26038256,1562295387.5,187411095.5,38621565.666666664,204290757.08333334,32931686.833333332
bigfoot1,26038257,1562295447.5,187436949,38632262.833333336,204231298.83333334,32846553.833333332
bigfoot1,26038258,1562295507.5,187478930.83333334,38688617.833333336,204637044.33333334,32842848.666666668
bigfoot1,26038259,1562295565.909091,187441952.9090909,38695576.36363637,204065256.8181818,32916265.545454547
bigfoot1,26038260,1562295627.5,187450066.41666666,38601313.5,203994945.91666666,32881566.666666668
bigfoot1,26038261,1562295687.5,187431125.16666666,38518916.666666664,203969733.33333334,32983054
bigfoot1,26038262,1562295747.5,187431420.25,38576688.083333336,203975404.58333334,32920641.583333332
bigfoot1,26038263,1562295807.5,187446587.33333334,38662845,204306829.66666666,32959458.833333332
bigfoot1,26038264,1562295867.5,187454832.25,38642141.583333336,204140524.58333334,32936415.833333332
bigfoot1,26038265,1562295927.5,187436277.58333334,38622834.25,204102169.08333334,33061138.916666668
bigfoot1,26038266,1562295987.5,187450925.91666666,38554608.916666664,204078981,33042202.583333332
bigfoot1,26038267,1562296047.5,187470848.83333334,38588371,204131460.83333334,33037166.333333332
bigfoot1,26038268,1562296107.5,187495629,38586512,204422333.33333334,33052764.666666668
bigfoot1,26038269,1562296167.5,187462914.25,38597428.583333336,204262543.66666666,33044145.666666668
bigfoot1,26038270,1562296227.5,187444842.83333334,38611477.833333336,204119365.75,32994224.333333332
bigfoot1,26038271,1562296287.5,187441414.66666666,38712714.083333336,204240896.66666666,32934642.25
bigfoot1,26038272,1562296347.5,187445575.25,38700032.916666664,204438695.75,32952284.5
bigfoot1,26038273,1562296407.5,187442889.66666666,38595864.166666664,204074642.41666666,33018763
bigfoot1,26038274,1562296467.5,187536807.33333334,38615953,204241410.33333334,33073429.833333332
bigfoot1,26038275,1562296525.909091,187459558.63636363,38518897.54545455,204057882.63636363,33087122.09090909
bigfoot1,26038276,1562296587.5,187460422,38553835,203998821.66666666,33167633.25
bigfoot1,26038277,1562296647.5,187449008.41666666,38456034.916666664,204158606.16666666,33166042.083333332
bigfoot1,26038278,1562296707.5,187446078.83333334,38490652.416666664,204122834.58333334,33094565.5
bigfoot1,26038279,1562296767.5,187518257.75,38491275.916666664,204141033.16666666,33061109.583333332
bigfoot1,26038280,1562296827.5,187455244.16666666,38504785.833333336,204081478.25,33026467.75
bigfoot1,26038281,1562296887.5,187418653.66666666,38472802.416666664,204132376.41666666,32980478.583333332
bigfoot1,26038282,1562296947.5,187453189.41666666,38551617.833333336,204208639.58333334,33018567.916666668
bigfoot1,26038283,1562297007.5,187426028.75,38451262.5,204030595.5,33052458.666666668
bigfoot1,26038284,1562297067.5,187594170,38512721.416666664,204117143.08333334,33045019
bigfoot1,26038285,1562297127.5,187443866.25,38498812.416666664,204294047.91666666,33088241.583333332
bigfoot1,26038286,1562297187.5,187427310.5,38439707.25,204134380.33333334,32959400.25
bigfoot1,26038287,1562297247.5,187445880.41666666,38551533.666666664,204165096.25,32886276.416666668
bigfoot1,26038288,1562297307.5,187448998.33333334,38505780.333333336,204312622.91666666,32926254.083333332
bigfoot1,26038289,1562297367.5,187487104.41666666,38559197.666666664,204366867.75,32939895.333333332
bigfoot1,26038290,1562297427.5,187427880.16666666,38595091.5,204121502,32937808.083333332
bigfoot1,26038291,1562297487.5,187444039.16666666,38581505.166666664,204063823.91666666,32929801.166666668
bigfoot1,26038292,1562297547.5,187480573.75,38549259.083333336,204102392.91666666,33014240.583333332
bigfoot1,26038293,1562297607.5,187446556.91666666,38559874.666666664,204118394.33333334,33037815.25
bigfoot1,26038294,1562297667.5,187447014.58333334,38561930.083333336,204026343.33333334,32992787.416666668
bigfoot1,26038295,1562297727.5,187453275.83333334,38517169.833333336,204049241.58333334,32986541.166666668
bigfoot1,26038296,1562297787.5,187963874.25,38487230.333333336,203983669.66666666,32919763.083333332
bigfoot1,26038297,1562297847.5,187433963.33333334,38474397.416666664,203948666.16666666,32930195.083333332
bigfoot1,26038298,1562297907.5,187425754.16666666,38500994,203984763.25,32983849.666666668
bigfoot1,26038299,1562297967.5,187467186.66666666,38508501.166666664,204016170.83333334,32966347.666666668
bigfoot1,26038300,1562298027.5,187445529.5,38525294.166666664,204015173.91666666,32967399.666666668
bigfoot1,26038301,1562298087.5,187423831.5,38556637.5,204143250.75,32947417.75
bigfoot1,26038302,1562298147.5,187416044.41666666,38523799.833333336,204150351.25,32931536.416666668
bigfoot1,26038303,1562298207.5,187432091.58333334,38612159.916666664,204068615.16666666,32898114.833333332
bigfoot1,26038304,1562298267.5,187448769.41666666,38581246.333333336,204252127,32904743.5
bigfoot1,26038305,1562298327.5,187516482.66666666,38616296,204316905.58333334,32877830.916666668
bigfoot1,26038306,1562298387.5,187446734.91666666,38570894.5,204107402.83333334,32882502.416666668
bigfoot1,26038307,1562298447.5,187426751,38504270.75,204005657.58333334,32856155.833333332
bigfoot1,26038308,1562298507.5,187427417.33333334,38617717.666666664,204158514.66666666,32870270.083333332
bigfoot1,26038309,1562298567.5,187445773.58333334,38585150.333333336,204360021.66666666,32833537.416666668
bigfoot1,26038310,1562298627.5,187448270.91666666,38619271.833333336,203999355.66666666,32826086.25
bigfoot1,26038311,1562298685.909091,187420734.9090909,38722868.72727273,204140979.0909091,32895511.818181816
bigfoot1,26038312,1562298747.5,187407026.58333334,38685381.916666664,204624633.83333334,32870108.166666668
bigfoot1,26038313,1562298807.5,187417041.33333334,38638841.833333336,204393311.16666666,32877178.083333332
bigfoot1,26038314,1562298867.5,187398186.66666666,38772486.083333336,204086483.16666666,32902030.333333332
bigfoot1,26038315,1562298927.5,187450300.33333334,38703502.25,204093451.33333334,32954134.5
bigfoot1,26038316,1562298987.5,187440031.25,38704898.25,204049587.5,32872701.5
bigfoot1,26038317,1562299047.5,187419340.33333334,38722473,204011522,32920755
bigfoot1,26038318,1562299107.5,187418674.08333334,38660031,203974977.33333334,32933378.833333332
bigfoot1,26038319,1562299167.5,187419162.33333334,38695012,204285599.66666666,32932281
bigfoot1,26038320,1562299227.5,187469236.41666666,38581909.25,204652994.75,32929752.666666668
bigfoot1,26038321,1562299287.5,187448174.33333334,38561705.666666664,204338313.5,32918996.75
bigfoot1,26038322,1562299347.5,187459765.83333334,38497097.583333336,204376343.5,32927251.166666668
bigfoot1,26038323,1562299407.5,187459140.33333334,38606016.916666664,204301458.58333334,32893937.916666668
bigfoot1,26038324,1562299467.5,187447258.75,38692710.583333336,204065492.16666666,32964338.333333332
