hostname,timestamp_minute,timestamp,pp0/package1,DRAM/package1,pp0/package2,DRAM/package2
bigfoot1,26026710,1561602630,187351071.72727272,39016698.36363637,203689120.36363637,32715869
bigfoot1,26026711,1561602687.5,187435494.33333334,39034683.416666664,203708686.66666666,32700066.583333332
bigfoot1,26026712,1561602747.5,187316806.58333334,38987085.166666664,203644701.66666666,32796423.333333332
bigfoot1,26026713,1561602807.5,187392718.91666666,39033933.75,203767860.08333334,32773954.083333332
bigfoot1,26026714,1561602867.5,187319817.75,39029379.416666664,203656496.66666666,32806618.25
bigfoot1,26026715,1561602927.5,187335635.91666666,39015190,203687121,32747050.25
bigfoot1,26026716,1561602987.5,187332121.33333334,38992621.166666664,203820228.16666666,32618799.333333332
bigfoot1,26026717,1561603047.5,187327396.25,38998751.416666664,203669634.41666666,32716160.833333332
bigfoot1,26026718,1561603107.5,187436486.08333334,39004950.5,203701708.33333334,32756510.75
bigfoot1,26026719,1561603167.5,187349760.41666666,38992353.416666664,203639096.58333334,32743139.916666668
bigfoot1,26026720,1561603227.5,187368203.25,38955013.833333336,203687004,32777938.416666668
bigfoot1,26026721,1561603287.5,192731196.08333334,39011913.166666664,229088463.83333334,33775738.083333336
bigfoot1,26026722,1561603347.5,187476926.83333334,38956485.166666664,253218869.83333334,36640786.833333336
bigfoot1,26026723,1561603407.5,187450498.75,39063524,254006328.08333334,36667328.5
bigfoot1,26026724,1561603467.5,187435824.83333334,39087126.75,254331995.58333334,36747037.583333336
bigfoot1,26026725,1561603527.5,187421730.91666666,39023960.666666664,255328692.08333334,36797069.916666664
bigfoot1,26026726,1561603587.5,187417778.91666666,39018771.416666664,254978483.33333334,36799822.666666664
bigfoot1,26026727,1561603647.5,187452258.5,39038806.833333336,254490412,36808001.833333336
bigfoot1,26026728,1561603707.5,187459303.08333334,38993551.916666664,255252377.91666666,36823852.5
bigfoot1,26026729,1561603767.5,187443881.5,38984902.416666664,255425066.33333334,36774795.75
bigfoot1,26026730,1561603827.5,187441084.08333334,38929844,254341832.41666666,36751140.583333336
bigfoot1,26026731,1561603887.5,187451419.33333334,38910731.75,254681604.08333334,36729567.583333336
bigfoot1,26026732,1561603947.5,187473341.08333334,38962748,254612019.08333334,36763978.583333336
bigfoot1,26026733,1561604007.5,187475670.5,38935362.166666664,251171542.25,35540567.583333336
bigfoot1,26026734,1561604067.5,187482821.91666666,38953573.083333336,250034419.5,35201937.833333336
bigfoot1,26026735,1561604127.5,187556104.5,39001871.333333336,255147387.58333334,36803012.75
bigfoot1,26026736,1561604187.5,187434253.25,39089889.666666664,254722894.33333334,36780387.833333336
bigfoot1,26026737,1561604247.5,187417524.58333334,39000065.916666664,254738280.08333334,36740071
bigfoot1,26026738,1561604307.5,187429116.08333334,38982246.5,255161715.58333334,36793590.5
bigfoot1,26026739,1561604367.5,187469287.33333334,38967057.5,255385886.91666666,36795423.833333336
bigfoot1,26026740,1561604427.5,187630394.33333334,38868372.416666664,254922504.16666666,36778694.666666664
bigfoot1,26026741,1561604487.5,187423236.41666666,38894379.916666664,254865222.83333334,36730447.333333336
bigfoot1,26026742,1561604547.5,187432208.58333334,38856494.5,254777261.16666666,36750090
bigfoot1,26026743,1561604607.5,187449964.66666666,38909269.416666664,254081650.33333334,36565467.416666664
bigfoot1,26026744,1561604667.5,187456612.33333334,39007932.666666664,254144073.91666666,36635540.25
bigfoot1,26026745,1561604727.5,187443968,38953698,254255198.33333334,36684829.083333336
bigfoot1,26026746,1561604787.5,187576754.66666666,39004273.416666664,254472828.75,36740211.333333336
bigfoot1,26026747,1561604847.5,187439298.83333334,39094019.416666664,252831104.25,36142227.333333336
bigfoot1,26026748,1561604907.5,187515206,39047239.583333336,248770944.16666666,34604369.583333336
bigfoot1,26026749,1561604967.5,187500282.91666666,39018805.916666664,251025510.91666666,35255589.833333336
bigfoot1,26026750,1561605027.5,187476113.08333334,38960171.166666664,254001257.16666666,36682242.083333336
bigfoot1,26026751,1561605089.090909,187600482.9090909,38879176.27272727,253892760.45454547,36627871.81818182
bigfoot1,26026752,1561605147.5,187499769.25,38970049.916666664,250333363.83333334,35301412.083333336
bigfoot1,26026753,1561605207.5,187507744.5,38982718.25,248568714.91666666,34573491.583333336
bigfoot1,26026754,1561605267.5,187541145.83333334,38930314.5,250172597.66666666,35334077.5
bigfoot1,26026755,1561605327.5,187513247.83333334,39028880.916666664,254190246.83333334,36732507.75
bigfoot1,26026756,1561605387.5,187490212.16666666,39044507.333333336,254331008.91666666,36774260.25
bigfoot1,26026757,1561605447.5,187473030.75,38980146.583333336,254336084.91666666,36761724.333333336
bigfoot1,26026758,1561605507.5,187528242.08333334,39028902.666666664,254686252.91666666,36822923.083333336
bigfoot1,26026759,1561605569.090909,187482369.0909091,39085378.54545455,254095013.8181818,36723405
bigfoot1,26026760,1561605627.5,187459567.5,39058143.5,254130305.5,36724173.083333336
bigfoot1,26026761,1561605690,187460108,39006432,254363456.8181818,36760842.72727273
bigfoot1,26026762,1561605747.5,187467191.83333334,38967028.166666664,254419830.08333334,36817472.416666664
bigfoot1,26026763,1561605807.5,187465889.66666666,39057147.666666664,254355941.66666666,36798404.833333336
bigfoot1,26026764,1561605867.5,187492038.16666666,39049025.916666664,254560785.25,36796891.5
bigfoot1,26026765,1561605927.5,187473880.16666666,39005020.583333336,254358118.58333334,36802928.5
bigfoot1,26026766,1561605987.5,187461220.58333334,39076781.416666664,253969559.58333334,36675914.333333336
bigfoot1,26026767,1561606047.5,187563398.16666666,39103496.416666664,254098287.5,36669070.166666664
bigfoot1,26026768,1561606107.5,187455747.75,39156184.583333336,254239822.58333334,36708066
bigfoot1,26026769,1561606167.5,187437310.08333334,39081801.083333336,254563196.16666666,36816930.583333336
bigfoot1,26026770,1561606227.5,187452456.91666666,39097104.916666664,254529815.16666666,36826074.916666664
bigfoot1,26026771,1561606287.5,187438220.5,39163365.416666664,254586618.33333334,36813744.333333336
bigfoot1,26026772,1561606347.5,187454506.75,39115053,254404744.25,36818495
bigfoot1,26026773,1561606407.5,187409274.66666666,39108573.583333336,254750217.58333334,36805972
bigfoot1,26026774,1561606467.5,187449878.16666666,39123090.666666664,254525140.83333334,36812853.166666664
bigfoot1,26026775,1561606527.5,187496859.91666666,39148045,250572392.16666666,35591809.833333336
bigfoot1,26026776,1561606587.5,187493248.66666666,39129999.833333336,248158224,34671249.666666664
bigfoot1,26026777,1561606647.5,187518985.08333334,39158808.583333336,248469156.58333334,34664733.166666664
bigfoot1,26026778,1561606707.5,187516599.58333334,39114145.25,248418446.66666666,34597173.5
bigfoot1,26026779,1561606767.5,187458331.58333334,39086539,252472879.66666666,36167421.333333336
bigfoot1,26026780,1561606827.5,187463361.83333334,39146740.583333336,254406366.75,36808135.666666664
bigfoot1,26026781,1561606887.5,187469745.08333334,39160979.916666664,254413263.75,36808033.666666664
bigfoot1,26026782,1561606947.5,187442584.5,39148674.833333336,254534179.08333334,36807348.916666664
bigfoot1,26026783,1561607007.5,187568209.83333334,39113526.833333336,254462101.91666666,36794884.583333336
bigfoot1,26026784,1561607067.5,187469526.33333334,39149680.833333336,254529703.16666666,36779418.833333336
bigfoot1,26026785,1561607127.5,187485304,39055038.833333336,254650984.83333334,36803990.666666664
bigfoot1,26026786,1561607187.5,187518929.08333334,39049022.083333336,254668517.16666666,36814517
bigfoot1,26026787,1561607247.5,187487226.58333334,39112723.666666664,254968214.33333334,36799445.25
