hostname,timestamp_minute,timestamp,pp0/package1,DRAM/package1,pp0/package2,DRAM/package2
bigfoot1,26099430,1565965830,125338590.63636364,24555704.363636363,145900732.9090909,16770716.636363637
bigfoot1,26099431,1565965887.5,125339782.33333333,24570582.416666668,145278212.91666666,16778283.5
bigfoot1,26099432,1565965947.5,125288772.25,24510963.333333332,145172067.91666666,16780533.833333332
bigfoot1,26099433,1565966007.5,125343418.91666667,24510782.333333332,145146901.16666666,16774392.083333334
bigfoot1,26099434,1565966067.5,125348774.83333333,24531300.916666668,145838031,16787831.916666668
bigfoot1,26099435,1565966127.5,125298385.25,24571630.416666668,144884547.33333334,16780449.75
bigfoot1,26099436,1565966187.5,125277175.66666667,24512034.333333332,145232360.33333334,16784692.833333332
bigfoot1,26099437,1565966247.5,125215896.41666667,24609061.916666668,144932775.08333334,16786614.333333332
bigfoot1,26099438,1565966307.5,125213099.08333333,24608678.083333332,145069854.66666666,16787259.416666668
bigfoot1,26099439,1565966367.5,125296172.75,24538198.666666668,145070714.25,16794850.833333332
bigfoot1,26099440,1565966427.5,125264516,24511950.25,145225188.75,16780037.833333332
bigfoot1,26099441,1565966487.5,125238077.58333333,24569567.416666668,144860830.08333334,16772401.833333334
bigfoot1,26099442,1565966547.5,125302495,24516166.666666668,145225432.91666666,16776812.166666666
bigfoot1,26099443,1565966607.5,125269826,24519391.166666668,145144719.16666666,16785960.166666668
bigfoot1,26099444,1565966667.5,125375599.66666667,24535134.833333332,145563988.91666666,16785607.083333332
bigfoot1,26099445,1565966727.5,125341704.83333333,24604550.916666668,145442041,16785563.666666668
bigfoot1,26099446,1565966787.5,125308349.25,24615972.333333332,145283904.41666666,16783076.166666668
bigfoot1,26099447,1565966847.5,125347121.75,24540878.75,145055592.75,16781774.416666668
bigfoot1,26099448,1565966907.5,125266967.5,24536265.75,145458108.5,16786578.583333332
bigfoot1,26099449,1565966967.5,125269541.16666667,24550000,145246057.58333334,16783685.666666668
bigfoot1,26099450,1565967027.5,125258631.16666667,24522432,145485823.41666666,16786855.25
bigfoot1,26099451,1565967087.5,125246261.41666667,24495116.416666668,145492613.58333334,16785691.25
bigfoot1,26099452,1565967147.5,125287261.66666667,24514899.333333332,145378864.75,16784139.5
bigfoot1,26099453,1565967207.5,125247192.16666667,24446909.916666668,145378885,16783981.416666668
bigfoot1,26099454,1565967267.5,125295501.41666667,24453513.083333332,145334939.83333334,16789708.75
bigfoot1,26099455,1565967327.5,125275156.41666667,24531813.5,145220799.25,16792573.583333332
bigfoot1,26099456,1565967387.5,125308191.58333333,24583699.583333332,145550032.33333334,16786738
bigfoot1,26099457,1565967447.5,125317957.16666667,24545239.166666668,145254963.58333334,16787500.416666668
bigfoot1,26099458,1565967507.5,125299224.5,24498171.333333332,145389393.25,16790304.166666668
bigfoot1,26099459,1565967567.5,125319910.33333333,24526710.916666668,145828646.83333334,16787879.083333332
bigfoot1,26099460,1565967627.5,125284525.25,24579961.25,145540515.91666666,16786326.166666668
bigfoot1,26099461,1565967687.5,125227264.25,24569882.416666668,145469460.91666666,16789322.416666668
bigfoot1,26099462,1565967747.5,125232737.08333333,24476631.416666668,145466551.66666666,16780865.333333332
bigfoot1,26099463,1565967807.5,125243336.75,24498436.5,145506046.41666666,16781776.916666668
bigfoot1,26099464,1565967867.5,125231704.58333333,24484321,-21699530254.333332,16786565.833333332
bigfoot1,26099465,1565967927.5,125219121.16666667,24542854.916666668,145703596.33333334,16804705.333333332
bigfoot1,26099466,1565967987.5,125237686,24569401.75,145541355.08333334,16796461.083333332
bigfoot1,26099467,1565968047.5,125265787.5,24574531,145523410.83333334,16796920.166666668
bigfoot1,26099468,1565968107.5,125249516.58333333,24588614.75,145331404.83333334,16793464.833333332
bigfoot1,26099469,1565968167.5,125257069.66666667,24594150.75,145023447.75,16795651.5
bigfoot1,26099470,1565968227.5,125277623.25,24573275.166666668,145107620.08333334,16792354.333333332
bigfoot1,26099471,1565968287.5,125237757.16666667,24532116.916666668,145444553.58333334,16785517.833333332
bigfoot1,26099472,1565968347.5,125273233.75,24507423.916666668,145627328,16786038
bigfoot1,26099473,1565968407.5,125257944.58333333,24564567,145372135.58333334,16792421.916666668
bigfoot1,26099474,1565968467.5,125262094.83333333,24567510.833333332,145698296.41666666,16788186.416666668
bigfoot1,26099475,1565968527.5,125287434.66666667,24666208.666666668,145460992.41666666,16786788.916666668
bigfoot1,26099476,1565968587.5,125256072.75,24648047.583333332,145548308,16780544.083333332
bigfoot1,26099477,1565968647.5,125254847,24602086.333333332,145773628.91666666,16782262.666666668
bigfoot1,26099478,1565968707.5,125259592.41666667,24545577.083333332,144998916.66666666,16788568.916666668
bigfoot1,26099479,1565968767.5,125236068.58333333,24605240.666666668,145627348.33333334,16786069.833333332
bigfoot1,26099480,1565968827.5,125278025,24502304.833333332,145770892.5,16794176.333333332
bigfoot1,26099481,1565968887.5,125278101.33333333,24569313.75,145410897.91666666,16788248.833333332
bigfoot1,26099482,1565968947.5,125275797.25,24577234.083333332,145067072.5,16787633.083333332
bigfoot1,26099483,1565969007.5,125281295.5,24643438.416666668,145621748.33333334,16786236.833333332
bigfoot1,26099484,1565969067.5,125276031.25,24654616.333333332,145504749.41666666,16784320.583333332
bigfoot1,26099485,1565969127.5,125377705.33333333,24639943.666666668,145693291.58333334,16787037.666666668
bigfoot1,26099486,1565969187.5,125296656,24605930.5,145327015.41666666,16786527.583333332
bigfoot1,26099487,1565969247.5,125260274,24651013.166666668,145442737.83333334,16792821
bigfoot1,26099488,1565969307.5,125274128.91666667,24621039.25,146175696.91666666,16799433.166666668
bigfoot1,26099489,1565969367.5,125669778.25,24653856.416666668,146305045.41666666,16864110
bigfoot1,26099490,1565969427.5,125303008.66666667,24621920.25,145599343.41666666,16786388.666666668
bigfoot1,26099491,1565969487.5,125249379.25,24546430.083333332,145583998.25,16785937.25
bigfoot1,26099492,1565969547.5,125279932.41666667,24515919.333333332,145542189.25,16779284.333333332
bigfoot1,26099493,1565969607.5,125230199,24579664.166666668,145624322,16784212.25
bigfoot1,26099494,1565969667.5,125226353.83333333,24513014.833333332,145493793.66666666,16780550.333333332
bigfoot1,26099495,1565969727.5,125259602.58333333,24535841.166666668,145300216,16791311.416666668
bigfoot1,26099496,1565969787.5,125294682.5,24490001.083333332,145776390.66666666,16787742.666666668
bigfoot1,26099497,1565969847.5,125255543.83333333,24533638,145827283.75,16778761.583333332
bigfoot1,26099498,1565969907.5,125275654.83333333,24510222.583333332,145382242,16772529.416666666
bigfoot1,26099499,1565969967.5,125280512.25,24513068.416666668,145432661.91666666,16782011.5
bigfoot1,26099500,1565970027.5,125264490.5,24452424.333333332,145337111.66666666,16785160.833333332
bigfoot1,26099501,1565970087.5,125351541.66666667,24482156,145408665,16779921.833333332
bigfoot1,26099502,1565970147.5,125272226.75,24486497.416666668,145108866.25,16788010.416666668
bigfoot1,26099503,1565970207.5,125313521.91666667,24573248.416666668,145197702.58333334,16793846.083333332
bigfoot1,26099504,1565970267.5,125322697.58333333,24598124.916666668,145083348.5,16789206.416666668
bigfoot1,26099505,1565970327.5,125276722.91666667,24538352.916666668,145423857.66666666,16787941.5
bigfoot1,26099506,1565970387.5,125351195.83333333,24618535.083333332,145544361.08333334,16788626.25
bigfoot1,26099507,1565970447.5,129626300.83333333,24579807,151079742.25,17523870.333333332
bigfoot1,26099508,1565970507.5,125267623.66666667,24528155.5,145557198.75,16788166
bigfoot1,26099509,1565970567.5,125210383,24513223.916666668,145751936,16783160.333333332
bigfoot1,26099510,1565970627.5,125246963.33333333,24535721.333333332,145724327.91666666,16790877.833333332
bigfoot1,26099511,1565970687.5,125267135.33333333,24536202,145539198.5,16809733.916666668
bigfoot1,26099512,1565970747.5,125231084.08333333,24546427.5,145261708,16798651.583333332
bigfoot1,26099513,1565970807.5,125271458.66666667,24487967.5,145615838.16666666,16797068
bigfoot1,26099514,1565970867.5,125608575.33333333,24501496.5,145707751.83333334,16859933.166666668
bigfoot1,26099515,1565970927.5,125701007.75,24445320,145660587,16869869.25
bigfoot1,26099516,1565970987.5,125339828,24441126.5,144809631.91666666,16795787.916666668
bigfoot1,26099517,1565971047.5,125281142.91666667,24506911.416666668,144979182.08333334,16791753.833333332
bigfoot1,26099518,1565971107.5,125218088.66666667,24496561,145113916.83333334,16796382.083333332
bigfoot1,26099519,1565971167.5,125226053.75,24450134.416666668,144739090.75,16797638
bigfoot1,26099520,1565971227.5,125232274.25,24472728.666666668,144831711.33333334,16789836.166666668
bigfoot1,26099521,1565971287.5,125289347,24428172.5,144998555.58333334,16798557.25
bigfoot1,26099522,1565971347.5,125193466.08333333,24390352.25,144670924.83333334,16788452.833333332
bigfoot1,26099523,1565971407.5,125225789.25,24384232.166666668,144465475.83333334,16784175.25
bigfoot1,26099524,1565971467.5,131267404.83333333,25202786,149493030.66666666,16787372.916666668
bigfoot1,26099525,1565971527.5,125124476.25,24454974.333333332,144774979.25,16788464.333333332
bigfoot1,26099526,1565971587.5,125219777.33333333,24463052.666666668,145303130.41666666,16797566.5
bigfoot1,26099527,1565971647.5,125213434.75,24415652.083333332,144846110.58333334,16785092
bigfoot1,26099528,1565971707.5,125231465.5,24439749.5,144840383.33333334,16790369.166666668
bigfoot1,26099529,1565971767.5,125276712.75,24336380.166666668,144961075.08333334,16787248
bigfoot1,26099530,1565971827.5,125244206.58333333,24292753.5,145145258.25,16793172.833333332
bigfoot1,26099531,1565971887.5,125300552,24365313.75,145365325.08333334,16788784.416666668
bigfoot1,26099532,1565971947.5,125313572.83333333,24406989.666666668,145182932.16666666,16788243.75
bigfoot1,26099533,1565972007.5,125243296.08333333,24434431.5,145125600,16783751.916666668
bigfoot1,26099534,1565972067.5,125239084.75,24389638.25,145872083.41666666,16792467.833333332
bigfoot1,26099535,1565972127.5,125177932.66666667,24462394.75,145201649.58333334,16793107.833333332
bigfoot1,26099536,1565972187.5,125198735.5,24462275,145457604.91666666,16797254.166666668
bigfoot1,26099537,1565972247.5,125248814.66666667,24437214.833333332,145308201.41666666,16793295.333333332
bigfoot1,26099538,1565972307.5,125192189.5,24438041,145572020.08333334,16793981.25
bigfoot1,26099539,1565972367.5,125232960.83333333,24485917.25,145595376.16666666,16793899.666666668
bigfoot1,26099540,1565972427.5,125231180.66666667,24516651.166666668,145427357,16790223.833333332
bigfoot1,26099541,1565972487.5,125251225.58333333,24543379,145387048.5,16786777.5
bigfoot1,26099542,1565972547.5,125258183.58333333,24483419.5,146049568.08333334,16789502.166666668
bigfoot1,26099543,1565972607.5,125239710.33333333,24485486.333333332,145926923.41666666,16791574
bigfoot1,26099544,1565972667.5,125242299.25,24357420.25,145323622.91666666,16791437.666666668
bigfoot1,26099545,1565972727.5,125243672.5,24400345.666666668,145207697.08333334,16791130.333333332
bigfoot1,26099546,1565972787.5,125256367.75,24493216.583333332,145663832.08333334,16791556.166666668
bigfoot1,26099547,1565972847.5,125448343.16666667,24539262,145866493.58333334,16833392.833333332
bigfoot1,26099548,1565972907.5,125251413.75,24439043.25,145515384.75,16786613
bigfoot1,26099549,1565972967.5,125241210.83333333,24479705.416666668,145643441.25,16797921
bigfoot1,26099550,1565973027.5,125239400,24485931.333333332,145254587.25,16792866.916666668
bigfoot1,26099551,1565973087.5,125199096.58333333,24479388,145300170.25,16793962.083333332
bigfoot1,26099552,1565973147.5,125256225.41666667,24550261.416666668,145565962.33333334,16789372.166666668
bigfoot1,26099553,1565973207.5,125193776.33333333,24571822.916666668,146062131.16666666,16793591.083333332
bigfoot1,26099554,1565973267.5,125205032.25,24473512.833333332,145833173.66666666,16793227.75
bigfoot1,26099555,1565973327.5,125260589.41666667,24489616.083333332,145365553.91666666,16794153.333333332
