hostname,timestamp_minute,timestamp,pp0/package1,DRAM/package1,pp0/package2,DRAM/package2
bigfoot2,26033190,1561991430,145121943,22650049.09090909,155181432,20952139.90909091
bigfoot2,26033191,1561991487.5,142426820.41666666,22395695,154441468.58333334,21017845.916666668
bigfoot2,26033192,1561991547.5,143509973,22649784.666666668,153728152.66666666,20803699.416666668
bigfoot2,26033193,1561991607.5,145236047.83333334,22628990.75,155487842.5,21057109.5
bigfoot2,26033194,1561991667.5,144420330.41666666,22544513,157086964.58333334,21144138.416666668
bigfoot2,26033195,1561991727.5,143126449.33333334,22472994.416666668,154948689.83333334,21040580.416666668
bigfoot2,26033196,1561991787.5,144068641.66666666,22635831.083333332,154996515.83333334,21027028.416666668
bigfoot2,26033197,1561991847.5,141984194.58333334,22452720.666666668,154203447.41666666,20980617.166666668
bigfoot2,26033198,1561991907.5,143022908.58333334,22471883.916666668,153581917.83333334,20878204.083333332
bigfoot2,26033199,1561991967.5,144760580.16666666,22698983.166666668,154157971.25,20784387
bigfoot2,26033200,1561992027.5,144504156.83333334,22614139.5,154304689.16666666,20850323.583333332
bigfoot2,26033201,1561992087.5,144278464.66666666,22648153.916666668,153588173.91666666,20669009.75
bigfoot2,26033202,1561992147.5,144345313.25,22679274.166666668,154537237.66666666,20795703.833333332
bigfoot2,26033203,1561992207.5,144849498,22644475.583333332,154550838.25,20846172.25
bigfoot2,26033204,1561992267.5,143580559.91666666,22574271.5,153745934.16666666,20801623.75
bigfoot2,26033205,1561992327.5,144522991.25,22552105.666666668,155307718,20972426.5
bigfoot2,26033206,1561992387.5,144716909.58333334,22563833.083333332,155128809.25,20836526.916666668
bigfoot2,26033207,1561992447.5,144097623.08333334,22505980,154459494.33333334,20825605.166666668
bigfoot2,26033208,1561992507.5,144040178.91666666,22586656.833333332,154057049.83333334,20757413.083333332
bigfoot2,26033209,1561992567.5,142637106.33333334,22468185.166666668,153132334,20760340.5
bigfoot2,26033210,1561992627.5,143452178,22531728.583333332,153940574.75,20733847.333333332
bigfoot2,26033211,1561992687.5,143345712.5,22505737.75,154777700.25,20897960.166666668
bigfoot2,26033212,1561992747.5,144772237.83333334,22681173.916666668,153999066.66666666,20510357.583333332
bigfoot2,26033213,1561992807.5,144433844.5,22511699.583333332,155202814.16666666,20786155.416666668
bigfoot2,26033214,1561992867.5,142962906.16666666,22377913.916666668,152499507.83333334,20482010.583333332
bigfoot2,26033215,1561992927.5,143755511.66666666,22473375.666666668,154844498,20805758.5
bigfoot2,26033216,1561992987.5,143868853.66666666,22448907.166666668,156518576.16666666,20981031.583333332
bigfoot2,26033217,1561993047.5,142413820,22240926.583333332,152929097.66666666,20460806
bigfoot2,26033218,1561993107.5,143342976.16666666,22323898.5,154815394.5,20651900.5
bigfoot2,26033219,1561993167.5,142804316.83333334,22532214.333333332,153565850.33333334,20521595.416666668
bigfoot2,26033220,1561993227.5,145540256.5,22806770.333333332,155259286.75,20687193.75
bigfoot2,26033221,1561993287.5,145266982.41666666,22602567.583333332,154834208.5,20605805.416666668
bigfoot2,26033222,1561993347.5,142713934.16666666,22323322.25,152985961.91666666,20462948.083333332
bigfoot2,26033223,1561993407.5,143408904.16666666,22389411.833333332,155019861.75,20763422.166666668
bigfoot2,26033224,1561993467.5,145529051.41666666,22650179.916666668,154812398.66666666,20517187.75
bigfoot2,26033225,1561993527.5,143627302.58333334,22389191.25,153820290.08333334,20576322.333333332
bigfoot2,26033226,1561993587.5,142926936.16666666,22276347.333333332,154730077.66666666,20887298.583333332
bigfoot2,26033227,1561993647.5,142817002,22213422.333333332,153486662.58333334,20631763.166666668
bigfoot2,26033228,1561993707.5,144790919.58333334,22548075.333333332,153803159.5,20511596.916666668
bigfoot2,26033229,1561993767.5,143663872.75,22292543.75,154016710.83333334,20695195.666666668
bigfoot2,26033230,1561993827.5,143947268.41666666,22377941.916666668,155471591.91666666,20817994.666666668
bigfoot2,26033231,1561993887.5,144014651,22496843.333333332,155300668.5,20738924.333333332
bigfoot2,26033232,1561993947.5,142851217.16666666,22244676.333333332,153762403.41666666,20779733.25
bigfoot2,26033233,1561994007.5,143131912.08333334,22477543.666666668,153786634.33333334,20715521.75
bigfoot2,26033234,1561994067.5,145072835.16666666,22574021.666666668,155170384.16666666,20750116.25
bigfoot2,26033235,1561994127.5,144853368.58333334,22547055.333333332,156116950.66666666,20930110.583333332
bigfoot2,26033236,1561994187.5,143405811.66666666,22427487.166666668,155065261.58333334,20961369.75
bigfoot2,26033237,1561994249.5454545,143935061.9090909,22451950.272727273,155086600.27272728,20833334
bigfoot2,26033238,1561994307.5,142870097.33333334,22411757.5,155056818.41666666,20790405
bigfoot2,26033239,1561994367.5,141824694.91666666,22270960.5,154394151.25,20952854
bigfoot2,26033240,1561994427.5,142064226.75,22366150.666666668,153603564.91666666,20744995.916666668
bigfoot2,26033241,1561994487.5,143505085.08333334,22457234.166666668,154947199.58333334,20840659.083333332
bigfoot2,26033242,1561994547.5,142424786,22462359.666666668,154307115.33333334,20861977.166666668
bigfoot2,26033243,1561994607.5,146844610,22779202.333333332,157810432.75,21008449.083333332
bigfoot2,26033244,1561994667.5,140959386.5,22441385.916666668,153225137.75,20664734.666666668
bigfoot2,26033245,1561994727.5,142730479.75,22617466,154239010.5,20827849.166666668
